MMT,CNF,Gelatin,Glycerol,TransVis,RR,TensileStrength
1.125161577,70.09896846,19.22762602,9.545838511,86.07062066,0.64293838,76.21154183
66.09917391,15.44440972,17.01497852,1.502555043,40.359527,0.358569724,51.33701936
43.47075029,37.63594446,6.035135605,12.75577637,71.38662392,0.718464846,107.9765931
75.65706442,6.605592619,11.57090966,6.240942084,31.82722468,1.002628633,61.01292629
64.8570861,15.5737049,18.11987028,1.536971395,33.4700487,0.799542779,136.9103423
15.67853908,43.39100801,36.15594629,4.847576613,78.15701986,0.70247261,40.27787492
2.498230096,47.31685591,26.04316084,24.01799261,80.45064613,0.405329477,45.33735345
41.79964258,26.94937114,10.84528812,20.49908701,77.28575522,0.601759712,73.84403432
47.86051505,15.39578424,14.73117646,21.96512693,66.89083938,0.727821522,43.22138017
3.339105449,32.82746474,51.59252419,12.46151798,73.73153668,0.388137964,47.11763553
64.29421065,1.80310172,21.249117,12.61489057,28.37831846,0.856333434,105.4285877
40.69626141,35.59248499,15.05233096,8.466278872,76.65714084,0.675177604,47.76681699
7.454522122,42.68235064,25.86546891,24.06367339,83.032707,0.566635851,40.35961351
35.40115037,37.86979359,6.627109336,20.10892621,83.0476369,0.801938655,85.49515649
1.522063291,55.76064847,14.29889303,28.49060799,84.7730381,0.250322953,41.07556096
5.411960792,66.15149202,9.412043821,18.99668584,85.34057848,0.102946695,52.71841451
27.2301222,35.42275163,11.39359668,25.8467511,75.53820783,0.838665896,37.93157842
36.1028036,34.48341967,11.88472532,17.43430831,79.02105973,0.835167953,103.3981208
57.61634153,5.105083332,23.92634712,13.28366296,43.16123084,0.917986857,59.79923491
7.797511862,59.05085565,27.09654391,6.052525447,84.7176618,0.299363084,140.4011209
35.64945239,29.66357055,8.527047819,26.21185754,77.81500685,0.54925063,12.32167578
15.00752456,32.73014842,32.54244325,19.59336959,82.38343215,0.601540732,86.99344098
7.412066497,42.60154194,25.90973402,24.05261849,82.93412534,0.574465486,40.42393874
57.70340464,5.210851356,23.97027633,13.35611082,43.13892898,0.814838193,59.72398485
35.61363525,29.61578533,8.500390085,26.33861998,77.85831204,0.764693202,12.39448341
5.143406249,48.53031643,28.73651564,17.60799606,82.96794566,0.403512487,96.43169283
56.79362708,28.35227892,4.958940358,9.952259302,82.65842762,0.743026551,49.88803969
32.96676237,23.74187954,34.23987001,9.153158231,77.39348357,0.809511102,54.92699763
68.74681187,7.792394563,19.17927674,4.283515018,32.8334898,0.900119519,52.70968167
3.20878819,32.78466987,51.60322049,12.40057734,73.6578393,0.360560436,47.24245924
1.98779505,61.81736875,14.18499244,22.06815624,84.72254581,0.216127665,52.63557635
51.25051099,27.92952408,19.29989598,1.558566297,70.13999105,0.834042273,41.37657137
51.97872196,26.92263911,1.885861329,19.0838773,67.9738571,0.777027649,34.82678164
51.22567917,27.85735001,19.29391382,1.500180114,70.12723351,0.760416761,41.17746119
22.86734457,34.13012681,3.442833619,39.62060429,82.20366656,0.625485749,25.80777752
32.79842043,24.08531602,41.84259456,1.276030959,70.82615191,0.778996903,60.47218079
1.165064442,70.17691718,19.21601068,9.459331156,86.12352828,0.582342713,76.19027693
38.54346814,3.826024843,51.06920695,6.299227643,67.75217423,0.808497196,81.62766844
40.34752297,26.61813679,30.39453747,2.618348619,76.5389439,0.639625478,45.60762495
35.61522471,29.62733747,8.594693536,26.30218235,54.54097871,0.894764797,32.38922931
2.443246564,47.35163929,26.06338234,23.99500168,80.54363731,0.356433479,45.33263092
1.780175968,64.750768,22.26420317,11.13668657,79.04751027,0.206060278,22.88035768
3.54482798,37.12746647,52.21070494,7.327230849,76.71481416,0.172329247,63.25541458
66.50438923,13.12380664,14.05216435,6.338426618,37.29817332,0.960627304,132.8660344
64.23307778,1.734190394,21.27475648,12.65072186,48.1667778,0.888303735,54.64443162
1.343796853,48.83144673,24.86648182,24.93171543,82.3196522,0.077843407,8.001103936
15.65382579,43.33409395,36.09054455,4.809218923,78.19245296,0.716101368,40.28431434
43.53522337,37.69880175,6.068056268,12.92186907,71.43763995,0.740596951,107.9167865
1.975026642,42.32065174,12.30309663,43.53165678,81.89925369,0.098603665,11.94507075
35.45013187,37.83200075,6.618336872,20.08851501,83.04622529,0.742829209,85.60057293
9.081147953,52.12617737,14.28074509,24.63562691,81.31105353,0.42912759,42.73819928
49.28257511,8.302072011,23.35294662,19.07018118,66.94805359,0.957877252,83.94827232
54.06483343,10.34025265,34.06173688,1.333341934,48.41611924,0.949498335,65.48956362
45.53921608,34.7033996,6.579802378,13.41596882,81.76130909,0.752339679,59.61353264
5.894882735,36.08394025,1.059416975,56.84462803,84.58855543,0.253995386,7.982745938
71.60176211,1.981979487,24.91927284,1.38785824,37.16881242,0.906191135,49.90743481
38.93468161,19.82713986,37.74504076,3.384725485,69.7701321,0.761518106,29.54489886
41.81483978,4.847650368,35.17361265,18.27678482,68.01208754,0.579705862,81.60763714
40.16592488,29.71075557,10.02309046,20.17838054,76.34982843,0.799620469,42.09488953
9.102427438,51.82321131,35.87578936,3.095634242,84.59549534,0.49303653,54.66724455
51.95973816,26.94403146,1.856309344,19.17082453,67.95807039,0.797857221,34.85136903
35.50822235,21.68076739,17.48989178,25.18575596,72.83403785,0.741163495,30.45880115
9.020495427,50.88249611,11.63872056,28.53481498,86.0143847,0.331213927,39.73082815
64.28636714,1.643251205,21.28871049,12.81004268,48.21573688,0.928347395,54.63054279
2.424636927,57.84054277,3.521670656,36.42432714,84.59097706,0.875013517,19.40668578
37.22165748,19.29599849,22.29138965,21.25821907,70.13046314,0.886833966,68.0314142
57.38705749,17.81740632,11.55380279,13.08203803,63.94182381,0.728561733,40.26805571
5.869930448,36.05447593,1.183714958,56.88623353,84.65101676,0.29285156,7.86196699
43.42571026,37.64666997,6.012218443,12.80240618,71.41227183,0.728969875,107.9188964
40.14698389,29.69533052,10.03044355,20.2324684,76.28684715,0.870217428,42.17797495
15.27436237,38.82385275,2.351791268,43.43263866,85.85793135,0.520125841,20.93339821
52.87471689,21.51346736,16.32973085,9.425811333,53.53734379,1.019961649,78.41733383
52.94661421,15.68356289,28.62954115,2.805610822,43.20024266,0.850676475,56.23142595
4.257632651,55.87487787,26.20739136,13.78250462,83.83105512,0.185221362,145.3293329
15.60178691,43.39774232,36.23532887,4.832475097,78.22744437,0.736204343,40.26639504
52.72870028,6.612432335,34.79474974,5.858731812,42.75572715,0.862728484,17.26182103
39.5475818,34.03427352,17.31367242,9.013152383,70.73020914,0.719805968,65.90675193
9.005232689,52.13308517,14.3594067,24.55009263,81.34891794,0.45282398,42.61063086
18.93906885,38.46490927,6.117676452,36.58830345,83.39330295,0.617562873,32.39581705
54.21827016,10.35389442,34.10455168,1.401439364,48.27858118,0.869201173,65.30752143
18.91166627,38.57273427,6.094542367,36.40337603,83.26308241,0.660688546,32.34133182
38.93893799,19.85513417,37.77555213,3.461591163,69.82826964,0.741907606,29.4242699
26.41949705,33.10351584,28.59608772,11.88001641,81.11305373,0.703635011,86.57160429
1.540292566,55.7493658,14.25733785,28.38195204,84.78155771,0.260311279,41.13979941
4.21831241,55.73291624,26.14896981,13.7370012,83.97351095,0.238583133,145.2621557
40.32954825,26.55342998,30.43859929,2.748774464,76.53443828,0.710269133,45.50855846
41.67163255,4.792689899,35.23301041,18.2186826,68.03440956,0.595332253,81.66057395
28.29482984,29.09539795,14.57132618,27.93827089,75.2070957,0.798790965,40.21002976
65.09198327,2.861197765,17.48010502,14.4884223,21.4254521,0.814917347,95.8006874
1.501461827,55.76613575,14.27107302,28.41555053,84.86896977,0.26601661,41.10700622
41.75774547,26.94968358,10.89320461,20.47081687,77.27898284,0.689379268,73.80885667
27.21536276,35.61453635,11.47835662,25.90765332,75.56048074,0.915248333,37.88827847
40.107216,29.75374358,10.09371197,20.1714975,76.30796391,0.773878884,42.15998438
35.39494515,37.86185885,6.578847624,20.10963446,83.10798659,0.762819882,85.5094305
1.111993814,70.07092307,19.26127635,9.554928708,86.04126707,0.619889422,76.29368746
1.747857219,33.79142792,60.79963657,3.677742643,80.66451667,0.139493457,30.23228075
12.31670467,43.46591338,32.819214,11.34193583,82.59643033,0.62187795,125.4148331
49.38007211,11.25520921,16.49756365,22.82214375,33.78731904,0.707722731,31.73302496
13.8986367,37.01976012,30.70557748,18.67182121,80.98656261,0.687665972,43.12785594
42.72792248,2.36519223,40.87688711,14.05743644,66.12073592,0.194910465,39.16660478
10.07120138,42.91633937,44.99491826,1.976661389,81.85398871,0.669496366,38.17194196
30.34084987,29.63696965,10.35979813,29.75529037,76.09468617,0.688742462,28.17096099
1.327108593,48.78013891,24.78734631,25.05576925,82.30178629,0.10599204,7.967632624
11.14668737,56.71795947,26.46940491,5.807305963,84.36347486,0.578955326,33.26771142
44.08354076,11.64247359,33.75280025,10.56031238,52.35073407,0.795581855,37.37841943
7.518592098,42.69008184,25.96257005,23.96259415,82.95926449,0.565681855,40.40796536
5.825830551,36.06401818,1.184099785,56.87205693,84.53886942,0.269781764,7.916651956
1.999637589,61.77420569,14.21840588,22.12807816,84.64456163,0.12061496,52.70048531
3.154573591,63.53677904,28.47755134,4.685695162,80.22263237,0.108058787,138.9509084
55.00564628,15.07551811,11.39746257,18.55270683,45.07846205,0.898692857,56.57104406
50.32711499,9.9235807,38.19262638,1.609663155,63.34647982,0.689917033,34.94871502
75.66371746,6.529184879,11.53541548,6.259002551,31.84653142,0.977962335,60.93811542
5.019893538,42.45091756,44.27215108,8.088680919,73.75559659,0.370476587,102.5028027
2.598687645,47.37340703,26.05190402,24.01174151,80.54056267,0.348684923,45.37015885
9.599447392,38.84977173,15.50705243,36.1017617,75.62833565,0.462365772,12.04518619
54.06752281,10.50690439,34.08339917,1.451966685,48.29086895,0.850607948,65.47181295
5.955985111,36.05109111,1.008411145,56.96428165,84.62783451,0.283521449,7.942199658
35.49853367,37.84862191,6.696195038,20.03352424,83.12788769,0.782237419,85.58091349
29.48264516,28.18262988,12.43547367,30.02371372,73.27962591,0.693984505,25.53345676
33.66452581,12.80832554,51.99093461,1.340263671,69.44138103,0.740415665,14.28498291
40.75517363,23.11409027,25.67042567,10.45562205,76.338429,0.917664062,16.25402374
43.59988433,37.66431644,6.045574879,12.88696289,71.47320941,0.68435569,107.9445957
57.49145299,17.85800192,11.64553936,13.18521137,63.8839816,0.827962874,40.26975143
75.66619193,6.635932593,11.65888011,6.18285973,31.83192827,1.017808724,61.00904469
1.346439778,33.31026181,2.086706592,63.38542236,86.31618132,0.427099067,6.600081832
64.24433916,1.727080136,21.32893862,12.75945291,48.16266089,0.882884504,54.62415999
1.216393636,63.01330513,34.26903731,1.417758114,83.70759251,0.346806404,40.3408103
14.89271434,32.89513086,32.50694918,19.60989168,82.26604747,0.56870304,87.05511239
38.6550238,3.982621909,51.11286945,6.39599598,67.68603972,0.821029046,81.61054629
40.15725457,29.77533582,10.01413899,20.13027596,76.32650016,0.836286557,42.17500293
34.5048268,14.72464662,45.98284844,4.820864414,67.04093387,0.806511482,38.48695087
9.001118652,50.76235112,11.60363825,28.52477541,85.9889173,0.404253108,39.55761621
66.13418861,15.44984969,17.01719604,1.431264845,70.41507246,0.85997324,65.51769838
75.62034334,6.520997128,11.68847338,6.353238579,31.77544414,0.964688681,60.99468125
62.8649924,22.49950957,10.99288922,3.579551959,35.35417921,0.631474494,113.5240741
37.57137692,5.632487132,46.73892165,10.09146571,65.31207669,0.898128184,14.41087063
5.526252792,46.29405671,12.18741201,36.01917975,85.68756129,0.151952448,34.49073714
56.78461474,28.40524474,4.899780618,9.859238829,82.7045727,0.787537759,49.92334665
7.510912589,43.13228341,12.90933059,36.49073001,84.05396992,0.364378617,21.73081726
51.25382354,27.91857429,19.29424559,1.606648997,69.3310552,0.661387707,43.55117313
2.248269754,51.07409706,37.60455426,9.121204151,78.70168139,0.304008628,43.08218897
22.86147385,34.14877793,3.415521762,39.58477667,82.30129061,0.642511379,25.63134317
43.78839531,21.72859235,33.40113947,1.135415723,66.36329548,0.774612291,21.44609735
1.167321894,70.23662534,19.11749047,9.510412115,86.04764752,0.543276596,76.21408195
52.03085372,26.95598996,1.947280695,19.18033527,67.97287625,0.723198563,34.76620996
68.74099302,7.784045068,19.22042907,4.268075572,32.82197732,0.822981953,52.73550718
39.16641571,13.50284856,32.08471271,15.26698625,67.95530462,0.998143682,53.27763736
40.68794394,35.66671106,15.14120205,8.620348463,76.70204453,0.759526058,47.81643971
65.04515828,2.894523266,17.50076119,14.34267871,21.45823308,0.864483875,95.66299382
54.18227792,10.35099646,34.11598747,1.39568563,48.3027089,0.989810849,65.57191219
1.392692046,38.92598017,38.77622891,20.95197316,81.9099599,0.185963185,11.30267937
10.07343181,51.91033434,19.79308035,18.02313813,81.03207098,0.407303388,51.59476132
17.66193526,29.43098779,49.26506891,3.656756199,80.71768468,0.618257526,21.80973374
66.17372201,15.39659369,17.03333659,1.450452535,70.31942911,0.905209864,65.52649007
7.765509501,59.04413306,27.18566361,5.96432552,84.63467121,0.258014446,140.3627479
30.3628556,29.56246467,10.30949365,29.73034206,76.06644403,0.74204269,28.18142127
49.3293075,8.292843047,23.41360672,19.00697692,66.94055305,1.00000161,83.94067051
3.218901466,63.51374596,28.58695316,4.730709868,80.31040339,0.108693989,138.9361068
1.301450559,53.32741327,30.49488447,14.80075084,83.23181315,0.171828726,67.88459167
8.96824794,45.50335378,36.51653063,9.031563177,83.06602389,0.561672857,125.8518096
5.396871369,66.12162265,9.396860252,18.94171047,85.26603128,0.281652015,52.75977676
3.2262766,32.6791026,51.63682124,12.41011857,73.75454205,0.329163672,47.18653943
23.24897655,37.30943216,34.39701692,4.997879788,79.3083122,0.73342103,64.72260096
64.83770456,15.51060117,18.24605207,1.369654512,33.36888137,0.849758586,136.8909066
27.28553611,35.34645524,11.44059811,25.84869467,75.61598709,0.874122828,37.80060871
1.561038181,53.54314274,18.25409044,26.72420535,82.01451057,0.221718888,14.59328821
51.91509104,26.90947402,1.920893708,19.12478121,68.09060545,0.770034808,34.87184502
7.549962037,42.66697017,25.91858178,23.97163199,83.02320697,0.516165711,40.31010932
40.88064659,23.43642746,8.628244153,27.18364498,80.78259803,0.516037297,73.97850401
71.68275519,2.036374608,24.9404749,1.39185843,37.05201672,0.9940563,49.83862011
37.22516569,19.32391236,22.31740484,21.13778858,70.17941814,0.863168382,67.95715927
50.98681016,23.26714289,3.29578071,22.37464191,70.66317995,0.779449867,63.16035215
64.19958027,1.897008171,21.32807059,12.74389226,48.17375965,0.839867295,54.70981102
1.439162033,53.37804051,30.4199296,14.78045206,83.17248438,0.249255092,67.89026642
1.295636104,48.87171936,24.83752986,25.02933517,82.29590244,0.005232832,7.913717798
6.380557055,35.31361174,46.08067016,12.36620816,71.7746624,0.442978629,77.09313874
6.439928144,39.66550214,1.262741084,52.70850713,85.60815553,0.567287334,6.65016518
56.80278164,28.39299135,4.881359288,9.882678201,82.5991117,0.830107794,49.91390595
1.849918068,42.23564683,12.26847389,43.51948111,81.85570453,0.117827877,11.97651207
1.732773621,33.84803302,60.72848867,3.684364734,80.78208947,0.104515937,30.23160649
52.05745345,1.772137303,22.84759626,23.39504954,67.17776026,0.929568665,33.8856246
15.67542063,43.37571906,36.09195885,4.842024761,78.28391633,0.715677757,40.27026299
23.88682943,41.43686424,33.47530119,1.44073768,81.09911639,0.69558585,22.9849564
40.33918066,26.67896544,30.36412674,2.680797107,76.42304371,0.726651299,45.64179293
10.17077618,51.88033403,19.94617752,18.01791517,80.97711432,0.4204941,51.64992578
38.57189751,3.934004481,51.09530704,6.300936436,67.72101744,0.712872634,81.59677712
1.705040688,33.82966111,60.75006004,3.70345189,80.65285102,0.195901528,30.21413614
2.343065858,57.88465535,3.473196521,36.40738692,84.68955287,0.85411796,19.44819009
13.90822894,36.89283262,30.59453762,18.61082919,81.13337485,0.638653645,43.02477991
13.87055845,37.0352342,30.62707246,18.53857448,81.1698302,0.624033321,42.9757105
64.26939486,1.786939108,21.3318899,12.65013646,28.33222453,0.847099139,105.3372214
52.87267648,15.49090412,28.63227859,2.865133567,43.17276924,0.85406451,56.30650661
38.65605808,3.974262614,51.20394941,6.338224447,67.61790444,0.788609283,81.65508481
50.98700504,23.25516402,3.455817719,22.25289495,70.62067145,0.849256495,63.19147217
46.82681586,19.41371607,32.20274063,1.632782457,56.57043332,0.983794103,89.70808844
3.44139799,37.15501339,52.10772371,7.332275013,76.56479301,0.212522703,63.1777356
23.17930022,37.34654349,34.45124704,4.970025254,79.37054618,0.696789835,64.66303976
30.61039759,42.99831188,15.81922254,10.74149116,75.8307673,0.38099241,28.8212702
45.48136543,34.70582369,6.564136087,13.23177678,81.81294611,0.6651512,59.71232076
38.56753958,30.95766855,9.295592371,21.31517625,78.32766379,0.777495075,51.26607973
27.2562135,35.3637317,11.55028632,25.8769846,75.57132991,0.910931613,37.96120603
17.77546868,29.47154067,49.26268434,3.609532067,80.68236033,0.726714822,21.88579559
